"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	482	2201066	21.9
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	461	2246333	20.5
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	514	2285317	22.5
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	523	2303381	22.7
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	602	2339092	25.7
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	588	2377824	24.7
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	576	2407859	23.9
	"Census Region 4: West"	"CENS-R4"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	617	2455217	25.1
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	17	1716442	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	29	1739694	1.7
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	31	1783554	1.7
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	20	1814337	1.1
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	31	1837279	1.7
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	46	1869913	2.5
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	37	1902816	1.9
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	39	1941430	2.0
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	36	1976009	1.8
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	33	2017335	1.6
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	41	2058123	2.0
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	38	2087507	1.8
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	56	2136549	2.6
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	55	2170058	2.5
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	56	2201066	2.5
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	58	2246333	2.6
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	83	2285317	3.6
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	72	2303381	3.1
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	75	2339092	3.2
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	77	2377824	3.2
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	79	2407859	3.3
	"Census Region 4: West"	"CENS-R4"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	69	2455217	2.8
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	77	1716442	4.5
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	78	1739694	4.5
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	77	1783554	4.3
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	60	1814337	3.3
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	81	1837279	4.4
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	67	1869913	3.6
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	78	1902816	4.1
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	80	1941430	4.1
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	81	1976009	4.1
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	75	2017335	3.7
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	82	2058123	4.0
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	91	2087507	4.4
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	88	2136549	4.1
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	90	2170058	4.1
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	90	2201066	4.1
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	100	2246333	4.5
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	107	2285317	4.7
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	100	2303381	4.3
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	121	2339092	5.2
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	109	2377824	4.6
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	124	2407859	5.1
	"Census Region 4: West"	"CENS-R4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	117	2455217	4.8
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	30	1716442	1.7
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	28	1739694	1.6
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	28	1783554	1.6
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	24	1814337	1.3
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	23	1837279	1.3
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	27	1869913	1.4
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	23	1902816	1.2
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	34	1941430	1.8
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	18	1976009	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	30	2017335	1.5
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	22	2058123	1.1
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	23	2087507	1.1
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	23	2136549	1.1
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	21	2170058	1.0
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	24	2201066	1.1
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	27	2246333	1.2
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	18	2285317	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	21	2303381	0.9
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	24	2339092	1.0
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	34	2377824	1.4
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	36	2407859	1.5
	"Census Region 4: West"	"CENS-R4"	"#Peptic ulcer (K25-K28)"	"GR113-090"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	39	2455217	1.6
	"Census Region 4: West"	"CENS-R4"	"#Hernia (K40-K46)"	"GR113-092"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	10	2017335	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Hernia (K40-K46)"	"GR113-092"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	15	2170058	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Hernia (K40-K46)"	"GR113-092"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	14	2303381	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Hernia (K40-K46)"	"GR113-092"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	11	2377824	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Hernia (K40-K46)"	"GR113-092"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	10	2407859	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Hernia (K40-K46)"	"GR113-092"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	11	2455217	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	179	1716442	10.4
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	165	1739694	9.5
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	181	1783554	10.1
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	158	1814337	8.7
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	187	1837279	10.2
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	160	1869913	8.6
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	189	1902816	9.9
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	179	1941430	9.2
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	185	1976009	9.4
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	165	2017335	8.2
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	190	2058123	9.2
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	176	2087507	8.4
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	184	2136549	8.6
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	197	2170058	9.1
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	196	2201066	8.9
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	227	2246333	10.1
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	255	2285317	11.2
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	237	2303381	10.3
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	254	2339092	10.9
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	241	2377824	10.1
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	216	2407859	9.0
	"Census Region 4: West"	"CENS-R4"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	275	2455217	11.2
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	129	1716442	7.5
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	124	1739694	7.1
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	133	1783554	7.5
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	110	1814337	6.1
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	135	1837279	7.3
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	123	1869913	6.6
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	143	1902816	7.5
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	121	1941430	6.2
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	133	1976009	6.7
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	127	2017335	6.3
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	139	2058123	6.8
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	133	2087507	6.4
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	138	2136549	6.5
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	161	2170058	7.4
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	154	2201066	7.0
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	174	2246333	7.7
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	195	2285317	8.5
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	176	2303381	7.6
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	197	2339092	8.4
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	191	2377824	8.0
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	166	2407859	6.9
	"Census Region 4: West"	"CENS-R4"	"Alcoholic liver disease (K70)"	"GR113-094"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	204	2455217	8.3
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	50	1716442	2.9
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	41	1739694	2.4
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	48	1783554	2.7
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	48	1814337	2.6
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	52	1837279	2.8
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	37	1869913	2.0
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	46	1902816	2.4
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	58	1941430	3.0
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	52	1976009	2.6
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	38	2017335	1.9
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	51	2058123	2.5
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	43	2087507	2.1
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	46	2136549	2.2
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	36	2170058	1.7
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	42	2201066	1.9
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	53	2246333	2.4
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	60	2285317	2.6
	"Census Region 4: West"	"CENS-R4"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	61	2303381	2.6
