"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	28	6891357	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	37	7243275	0.5
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	28	7617913	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	34	7994210	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	29	8349353	0.3
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	37	8687397	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	32	8937132	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	35	9254812	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	34	9472957	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	50	9698378	0.5
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	39	10026451	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	34	10322577	0.3
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	40	10573766	0.4
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	50	10928095	0.5
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	66	11208307	0.6
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	99	11407233	0.9
	"Census Region 3: South"	"CENS-R3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	102	11614955	0.9
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	15	5954879	Unreliable
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	11	6262434	Unreliable
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	14	6569543	Unreliable
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	35	6891357	0.5
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	44	7243275	0.6
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	68	7617913	0.9
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	45	7994210	0.6
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	79	8349353	0.9
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	56	8687397	0.6
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	68	8937132	0.8
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	85	9254812	0.9
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	66	9472957	0.7
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	72	9698378	0.7
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	86	10026451	0.9
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	112	10322577	1.1
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	92	10573766	0.9
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	83	10928095	0.8
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	76	11208307	0.7
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	74	11407233	0.6
	"Census Region 3: South"	"CENS-R3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	66	11614955	0.6
	"Census Region 3: South"	"CENS-R3"	"#COVID-19 (U07.1)"	"GR113-137"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	9406	11614955	81.0
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	12	7448686	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	15	7789984	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	16	8062850	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	26	8331086	0.3
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	35	8595727	0.4
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	49	8866308	0.6
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	53	9137630	0.6
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	78	9407719	0.8
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	100	9690189	1.0
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	123	9959104	1.2
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	149	10165806	1.5
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	148	10427260	1.4
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	184	10575579	1.7
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	167	10729621	1.6
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	155	10992959	1.4
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	153	11179563	1.4
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	165	11306291	1.5
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	141	11491514	1.2
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	154	11619625	1.3
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	164	11710476	1.4
	"Census Region 4: West"	"CENS-R4"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	142	11803520	1.2
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	19	7211577	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	14	7448686	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	12	7789984	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	20	8062850	0.2
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	15	8331086	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	18	8595727	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	11	8866308	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	22	9137630	0.2
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	17	9407719	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	17	9690189	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	15	9959104	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	14	10165806	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	24	10427260	0.2
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	12	10575579	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	17	10729621	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	15	10992959	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	11	11179563	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	14	11306291	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	22	11491514	0.2
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	16	11619625	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	20	11710476	0.2
	"Census Region 4: West"	"CENS-R4"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	23	11803520	0.2
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	14	7211577	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	10	7789984	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	14	8062850	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	10	8331086	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	13	8595727	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	16	9137630	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	11	9407719	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	14	9690189	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	11	9959104	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	16	10427260	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	12	10729621	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	13	10992959	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	12	11491514	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	12	11619625	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	13	11710476	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	18	11803520	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Other tuberculosis (A17-A19)"	"GR113-006"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	10	11491514	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Meningococcal infection (A39)"	"GR113-009"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	12	7448686	Unreliable
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	136	7211577	1.9
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	130	7448686	1.7
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	150	7789984	1.9
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	146	8062850	1.8
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	190	8331086	2.3
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	204	8595727	2.4
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	204	8866308	2.3
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	208	9137630	2.3
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	206	9407719	2.2
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	228	9690189	2.4
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	218	9959104	2.2
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	211	10165806	2.1
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	241	10427260	2.3
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	233	10575579	2.2
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	243	10729621	2.3
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	253	10992959	2.3
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	271	11179563	2.4
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	272	11306291	2.4
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	290	11491514	2.5
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	317	11619625	2.7
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	323	11710476	2.8
	"Census Region 4: West"	"CENS-R4"	"#Septicemia (A40-A41)"	"GR113-010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	376	11803520	3.2
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	110	7211577	1.5
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	117	7448686	1.6
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	131	7789984	1.7
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	101	8062850	1.3
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	98	8331086	1.2
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	95	8595727	1.1
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	115	8866308	1.3
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	212	9137630	2.3
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	191	9407719	2.0
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	211	9690189	2.2
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	222	9959104	2.2
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	193	10165806	1.9
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	178	10427260	1.7
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	191	10575579	1.8
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	210	10729621	2.0
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	219	10992959	2.0
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	183	11179563	1.6
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	172	11306291	1.5
	"Census Region 4: West"	"CENS-R4"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	141	11491514	1.2
